0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,target
6241.4024,1.514231,1.070211,1.296351,1.650882,-0.810101,-1.042707,-1.592866,6487.7119,1.545837,1.05869,1.239082,1.64989,-0.795442,-1.005414,-1.641897,11282.9052,8.071635,3.743778,6.061152,6.366001,-2.326949,-3.178985,-3.57226,11064.0262,7.922105,3.668284,6.053765,6.99202,-2.295245,-3.237705,-4.177596,2138.6392,3.040347,0.793844,1.840255,2.164396,-0.470617,-0.71599,-0.954132,2371.2235,3.003886,0.894681,2.095768,2.565988,-0.533828,-0.823679,-1.029385,11614.8387,8.869339,4.519848,8.541235,9.091412,-2.655057,-3.94594,-4.326565,12290.9906,8.823388,4.835997,9.316477,9.980267,-2.862659,-4.328647,-4.850343,6582.9912,2.147966,1.011787,1.180323,1.759984,-0.771762,-0.958466,-1.77973,6104.6519,1.899295,0.887577,1.082115,1.7621,-0.683498,-0.866852,-1.472982,12243.1283,7.837179,4.212051,6.886651,7.528531,-2.526953,-3.47699,-4.042235,9319.3688,7.985403,3.064511,5.163396,5.754303,-1.959662,-2.684989,-3.318506,2482.8352,2.991408,0.910841,2.270618,3.383737,-0.540863,-0.867926,-1.327453,2626.7332,3.01294,0.944939,2.211073,2.915421,-0.554614,-0.873879,-1.419935,13343.963,9.250045,5.287044,10.281851,11.117389,-3.081271,-4.902956,-5.611037,11458.6139,8.94175,4.472953,8.725104,9.468621,-2.604662,-4.058633,-4.618767,2.0
7028.0117,1.575284,1.209939,1.49277,1.980319,-0.926535,-1.185436,-1.79211,7155.4805,1.599654,1.131332,1.354623,1.74886,-0.909839,-1.16182,-1.784055,12734.1964,9.152954,4.265237,7.050266,7.491995,-2.702479,-3.730059,-4.091418,12585.9847,9.042375,4.179338,7.07599,7.937692,-2.671011,-3.804864,-5.150583,2400.0577,3.367129,0.865814,2.026373,2.536226,-0.530923,-0.80497,-1.013674,2683.6994,3.322148,0.977468,2.28917,2.718087,-0.606872,-0.945094,-1.324978,13040.6249,10.016896,5.12177,9.827882,10.464393,-3.045722,-4.588783,-4.98371,13900.6759,9.999927,5.458858,10.625287,11.34859,-3.290071,-5.048146,-5.546359,7325.5957,2.276029,1.087769,1.30258,1.810558,-0.890599,-1.087754,-2.001293,6884.6128,2.008797,0.972741,1.174642,1.771915,-0.779828,-0.959986,-1.64744,13897.4641,8.909537,4.782685,7.93305,8.67625,-2.928561,-4.040481,-4.709355,10483.4988,9.003171,3.47048,5.907699,6.4873,-2.262445,-3.125306,-3.943169,2803.93,3.30203,0.99296,2.502215,3.342814,-0.61305,-0.970269,-1.523985,2918.5495,3.297167,1.026173,2.459412,2.97698,-0.626672,-0.986774,-1.421423,15132.5092,10.518327,5.986582,11.856326,12.808982,-3.559651,-5.614144,-6.872363,12857.4445,10.094826,5.047958,10.095176,10.941781,-2.995884,-4.702186,-5.318056,2.0
9135.4229,1.73138,1.674515,2.068194,2.443073,-1.303802,-1.680571,-2.341892,9369.0205,1.777923,1.625393,1.938874,2.404703,-1.249393,-1.569255,-2.098348,15860.2024,11.057555,5.569323,9.564426,10.114794,-3.538511,-4.931662,-5.739183,15575.2544,10.817057,5.473932,9.523914,10.623992,-3.477521,-5.027888,-6.684916,2900.7003,3.852014,1.05981,2.56188,3.056478,-0.665918,-1.032587,-1.340118,3239.7395,3.809678,1.207059,2.914917,3.400567,-0.759472,-1.192385,-1.537911,15992.4793,11.940031,6.559796,13.223136,14.250975,-3.885652,-6.024252,-6.399614,16990.5553,11.847816,7.062093,14.281796,15.338131,-4.180136,-6.577938,-7.242877,9841.8311,2.701622,1.622824,1.948753,2.375339,-1.238064,-1.531458,-2.461753,8773.27,2.246259,1.367788,1.724809,2.188664,-1.057485,-1.34579,-2.326517,17158.312,10.644155,6.219063,10.794399,11.396649,-3.7937,-5.310195,-6.01628,13051.89,10.863448,4.478438,7.814829,8.431526,-2.942717,-4.115682,-4.660797,3367.5967,3.768992,1.218446,3.123256,3.947472,-0.767818,-1.247904,-1.672203,3507.3406,3.764648,1.258697,3.11626,4.124704,-0.783336,-1.256185,-1.794603,18549.2236,12.469809,7.731547,16.180029,17.582867,-4.552358,-7.334487,-8.132534,15786.3833,12.052113,6.458391,13.637106,14.897604,-3.826487,-6.151119,-6.741619,2.0
10741.7705,1.851013,1.851019,2.328508,2.805308,-1.561846,-1.959407,-2.487316,10839.2637,1.882659,1.75926,2.082526,2.649875,-1.495108,-1.865135,-2.498783,17939.9028,12.710391,6.515641,11.373099,11.938057,-4.171789,-5.877299,-6.428741,17587.4923,12.446378,6.357262,11.275127,12.211814,-4.07308,-5.91141,-7.673808,3226.9195,4.283382,1.185997,2.87928,3.46122,-0.773015,-1.210975,-1.520557,3607.0839,4.231758,1.350312,3.296085,3.921918,-0.872584,-1.406242,-1.673561,17955.9726,13.64439,7.588781,15.583612,16.78206,-4.53309,-7.106403,-7.891897,19079.253,13.578349,8.137152,16.827758,18.204894,-4.854996,-7.710735,-8.407782,11482.9335,2.921417,1.797484,2.168283,2.786359,-1.489033,-1.833151,-2.427956,10249.545,2.432345,1.502182,1.834876,2.263957,-1.254459,-1.55092,-2.344682,19299.7367,12.233612,7.187779,12.76426,13.70852,-4.415832,-6.217465,-6.930516,14820.3333,12.509282,5.212412,9.157523,9.799623,-3.466758,-4.865578,-5.475127,3738.6709,4.175877,1.361576,3.531639,4.488807,-0.879049,-1.494512,-2.087869,3887.6279,4.155618,1.405273,3.515443,4.31554,-0.902335,-1.463417,-1.787365,20865.731,14.318263,8.910327,19.198459,21.016751,-5.287934,-8.770464,-9.961197,17759.2119,13.741455,7.440298,16.081967,17.687509,-4.461105,-7.29065,-7.89119,2.0
11610.7832,1.897343,2.049077,2.662976,3.054955,-1.744206,-2.180144,-2.998006,11678.538,1.939675,1.940177,2.320914,2.917023,-1.663356,-2.048928,-2.790012,20385.692,14.868173,7.176253,12.820189,13.525183,-4.854596,-6.948162,-7.681173,19952.0017,14.437898,7.00757,12.698348,14.110616,-4.753537,-7.039534,-9.757547,3642.343,4.828077,1.275219,3.182888,3.834651,-0.886113,-1.432912,-1.775825,4079.2064,4.762931,1.453534,3.618052,4.379701,-1.009179,-1.652113,-2.005114,20239.2137,15.837059,8.291,17.574094,19.13769,-5.186273,-8.352973,-9.079524,21554.0243,15.740224,8.907016,18.869635,20.68003,-5.599306,-9.155789,-10.193117,12507.5503,3.059021,2.039381,2.477733,2.940452,-1.67227,-2.038723,-2.657507,10932.3271,2.464777,1.691177,2.08804,2.650081,-1.384948,-1.679242,-2.727284,21898.0956,14.212812,7.912676,14.396229,15.342069,-5.1473,-7.358584,-8.467467,16862.9578,14.592574,5.765304,10.330109,11.025269,-4.031918,-5.769038,-6.435096,4214.9266,4.67476,1.467719,3.886815,4.897665,-1.018293,-1.732679,-2.269856,4369.4223,4.662895,1.516591,3.892661,4.798319,-1.03898,-1.725224,-2.16905,23623.5029,16.549881,9.804787,21.836417,24.000365,-6.149258,-10.362436,-11.203725,20033.6715,15.874033,8.188782,18.329344,20.585937,-5.155251,-8.602544,-9.298464,2.0
12383.3281,1.965954,2.210569,2.904578,3.363035,-1.864656,-2.285161,-3.185253,12515.2217,2.003354,2.094981,2.525307,2.892716,-1.798927,-2.196485,-3.160315,22725.6164,16.277235,8.012069,14.384483,15.250642,-5.614523,-8.04858,-8.872435,22083.5456,15.80071,7.813716,14.242035,15.882043,-5.425371,-7.944359,-10.867336,4012.5858,5.208563,1.394951,3.462946,4.170783,-1.011679,-1.585747,-1.915103,4493.0727,5.150066,1.596165,3.94741,4.687371,-1.142216,-1.856332,-2.456121,22364.0247,17.14794,9.193863,19.671807,21.278163,-5.967538,-9.446611,-10.275679,23813.244,17.124692,9.897459,21.125672,23.021625,-6.390887,-10.317618,-11.105129,13374.6792,3.175894,2.231271,2.824268,3.496473,-1.822714,-2.216406,-3.121564,11548.6255,2.569347,1.809693,2.248956,2.889543,-1.478193,-1.774017,-2.681567,24233.4569,15.519117,8.778748,16.127365,17.086567,-5.876132,-8.337554,-8.982165,18810.0724,15.941276,6.428086,11.491938,12.322446,-4.647957,-6.703857,-7.323347,4642.2686,5.056632,1.608737,4.253342,5.304518,-1.149694,-1.933697,-3.774445,4808.2381,5.017701,1.656183,4.260081,5.285466,-1.179223,-1.926491,-3.574144,26121.2243,18.067681,10.865073,24.449371,27.131203,-6.965247,-11.757083,-12.697194,22139.614,17.202744,9.063964,20.519833,22.625219,-5.857506,-9.640826,-10.449062,2.0
12817.7861,1.997071,2.341266,3.100599,3.5824,-1.96395,-2.407918,-3.08159,12980.4219,2.041061,2.214619,2.634737,3.155653,-1.892133,-2.326313,-3.386467,25372.2375,18.118183,8.785261,15.905989,16.8718,-6.314485,-8.973524,-9.936735,24610.3001,17.534659,8.564643,15.714949,17.203286,-6.132089,-8.980497,-11.477389,4428.3502,5.664689,1.500842,3.750751,4.600779,-1.117521,-1.753383,-2.086366,4951.9513,5.578986,1.713365,4.253628,5.270987,-1.276841,-2.102384,-2.483501,24684.2776,18.907792,10.000282,21.672272,23.636148,-6.593808,-10.363658,-11.358366,26313.4134,18.840941,10.751782,23.160237,25.279664,-7.131992,-11.501779,-12.640166,13890.7134,3.246169,2.401431,2.919689,3.289714,-1.931226,-2.334039,-3.101996,11843.5938,2.587402,1.930021,2.410386,3.883676,-1.554431,-1.8673,-2.585428,26878.5906,17.15752,9.57612,17.725979,18.915497,-6.610072,-9.446737,-10.407906,20947.8922,17.713313,7.041252,12.652223,13.622295,-5.200373,-7.324206,-7.897357,5097.3198,5.456639,1.726299,4.604127,5.829546,-1.286516,-2.201219,-2.676642,5285.4189,5.428505,1.78596,4.610301,5.625147,-1.300866,-2.096363,-2.512002,28777.3446,19.877895,11.817185,27.004063,29.984374,-7.770126,-13.188273,-14.3446,24392.0228,18.961639,9.863018,22.644269,25.301276,-6.47822,-10.689687,-11.621641,2.0
13225.4063,2.045844,2.43155,3.224504,3.708751,-2.036139,-2.45231,-3.314386,13464.5976,2.094498,2.395532,2.771958,3.325658,-1.970088,-2.378368,-3.151692,28146.3573,19.511202,9.760005,17.914526,18.892624,-7.116232,-10.196627,-11.106821,27189.1427,18.795649,9.556646,17.791102,19.370575,-6.880096,-10.196781,-14.624352,4838.2539,5.967528,1.636942,4.112328,5.117285,-1.239836,-1.980471,-2.252737,5414.8982,5.91515,1.888269,4.744298,5.742645,-1.422464,-2.351789,-2.649081,27071.455,20.195279,10.999647,24.178066,26.416967,-7.304952,-11.674989,-12.869392,28811.8672,20.202161,11.923532,26.231194,28.806433,-7.913611,-12.967343,-14.101692,14412.0884,3.38673,2.558218,3.072238,3.48711,-2.020115,-2.419524,-3.382776,12178.9712,2.680712,1.993385,2.502628,2.953842,-1.609172,-1.925181,-3.855498,29699.2058,18.445375,10.624233,20.081626,21.419985,-7.406037,-10.602149,-11.518783,23214.4919,19.039699,7.798893,14.070259,15.17937,-5.850063,-8.321612,-9.075929,5572.4213,5.777279,1.898992,5.109648,6.600765,-1.435171,-2.458793,-2.886034,5772.7029,5.719547,1.952035,5.051521,6.385603,-1.445242,-2.361998,-2.946816,31532.731,21.227984,13.054229,30.569504,34.241082,-8.658923,-14.714569,-15.893526,26734.3111,20.177787,10.83668,25.319071,28.296524,-7.189538,-11.880363,-12.896993,2.0
14211.081,2.118903,2.582738,3.487287,3.901234,-2.186664,-2.631262,-3.563567,14302.0723,2.164641,2.739632,2.945053,3.730278,-2.096402,-2.55926,-3.642844,29258.8094,20.469302,10.23266,18.726187,19.943847,-7.51124,-10.940178,-11.880853,28345.6243,19.719338,9.982713,18.596996,20.680091,-7.284312,-10.939124,-14.087319,5004.8844,6.241811,1.693745,4.224775,5.145707,-1.313716,-2.131339,-2.425163,5624.9322,6.183073,1.948966,4.857134,5.863247,-1.506067,-2.50342,-2.947275,28082.1045,21.261244,11.477155,25.193482,27.671525,-7.705998,-12.576942,-13.739707,29974.6582,21.252666,12.376817,27.177076,29.89865,-8.377464,-13.882223,-15.39642,15265.0821,3.535893,2.816767,3.273666,3.734664,-2.143726,-2.588122,-3.493384,12877.6982,2.752873,2.145804,2.628823,3.189519,-1.698888,-2.026514,-2.737265,30945.3541,19.388883,11.105139,20.931467,22.665803,-7.836203,-11.261439,-12.1478,24241.2935,20.101888,8.218403,14.722029,15.702488,-6.198195,-8.942347,-10.067274,5794.6197,6.048446,1.96169,5.204145,6.610468,-1.518863,-2.595008,-3.010062,5967.0429,5.977495,2.019397,5.174206,6.525835,-1.532596,-2.558658,-3.080175,32892.08,22.410003,13.616523,31.972806,35.58963,-9.190168,-15.654429,-17.016941,27794.9943,21.344733,11.328749,26.535895,29.848222,-7.642155,-12.905017,-13.889498,2.0
15105.0635,2.172587,2.735627,3.697178,4.13235,-2.303947,-2.781373,-3.881316,14889.3105,2.182406,3.07185,3.427388,4.483504,-2.206461,-2.666753,-3.963083,29986.8805,22.154352,10.493699,19.089507,20.309466,-7.845342,-11.426849,-12.754093,29070.2382,21.470928,10.233029,18.931158,20.731474,-7.604347,-11.337299,-15.819656,5138.4128,6.615145,1.724618,4.238842,5.250985,-1.370918,-2.260714,-2.606541,5784.0976,6.576335,1.988365,4.889095,5.954383,-1.56343,-2.585489,-3.1373,28828.827,22.924445,11.743426,25.756659,28.111363,-8.043894,-13.104053,-14.748727,30748.2224,22.957254,12.693861,27.754651,30.338172,-8.712543,-14.372789,-16.196488,15955.1734,3.531133,3.139715,3.656524,4.118103,-2.260411,-2.702782,-3.370908,13586.1196,2.810932,2.382251,2.85032,3.323258,-1.778611,-2.10441,-2.624524,31698.0452,21.001259,11.344509,21.312439,22.66222,-8.147622,-11.749673,-12.509547,24983.7768,21.710018,8.446058,15.005952,15.922505,-6.49951,-9.626433,-10.144048,5975.2806,6.427767,2.021127,5.253404,6.726189,-1.588207,-2.710853,-3.300828,6127.0435,6.31744,2.06042,5.202621,6.575292,-1.601484,-2.709512,-3.264754,33985.5878,24.306576,13.983148,32.730578,36.386696,-9.620316,-16.470982,-18.680141,28686.118,23.007537,11.646934,27.109761,30.781271,-8.014553,-13.684676,-14.680676,2.0
20584.0625,2.567722,15.482577,19.033099,20.416029,-3.066527,-3.628403,-4.838143,21121.9648,2.655247,16.428347,21.061548,22.046149,-3.079898,-3.704966,-4.908371,31625.0573,24.601178,10.889221,18.823711,19.808266,-8.257459,-11.939172,-13.324278,30469.3601,23.629067,10.591351,18.665195,20.147063,-8.005168,-11.998789,-15.794327,5425.4824,7.197072,1.836446,4.022058,4.85584,-1.43278,-2.337174,-2.677428,6071.8026,7.091537,2.126662,4.652685,5.612667,-1.655552,-2.774829,-3.239301,30240.8918,25.243306,12.174595,24.930899,26.82007,-8.386337,-13.642439,-15.257267,32149.1437,25.177173,13.15159,26.866588,29.250094,-9.166633,-15.224262,-16.553806,22115.2012,4.433272,15.933506,19.019325,19.786513,-3.047628,-3.619868,-4.720918,19291.1416,3.500725,13.865026,16.163145,16.724648,-2.440736,-2.874874,-3.766845,33204.6535,23.110772,11.750302,21.070729,22.438618,-8.600255,-12.491188,-13.241379,26461.2956,24.07827,8.808146,14.754329,15.546457,-6.870025,-9.829989,-10.570525,6275.4915,6.931931,2.154968,5.001341,6.269466,-1.685906,-2.953283,-3.4714,6485.6809,6.878545,2.218339,4.935649,6.022553,-1.678625,-2.804381,-3.468854,35599.7964,26.599485,14.510897,31.305929,34.312456,-10.17932,-17.629129,-18.876445,30177.4698,25.264533,12.148443,25.963392,28.662644,-8.387588,-14.265337,-15.604712,2.0
1617.8379,1.12435,0.228125,0.35929,0.723856,-0.191365,-0.272174,-0.654514,1644.834,1.129994,0.215066,0.375889,0.757526,-0.18699,-0.265906,-0.837462,3602.6331,3.673117,0.930195,1.381441,1.561196,-0.567849,-0.734156,-0.934225,3595.9203,3.665649,0.930381,1.422544,1.968134,-0.571838,-0.796393,-1.467392,782.7922,1.898264,0.277498,0.583839,0.837568,-0.141248,-0.208976,-0.398831,867.6298,1.876852,0.310373,0.670489,0.878019,-0.161911,-0.248472,-0.494069,4024.2799,4.190825,1.283033,2.337646,2.505414,-0.715975,-0.99638,-1.251981,4198.9778,4.136066,1.358512,2.5287,2.879111,-0.761138,-1.071018,-1.282495,1440.4038,1.218227,0.169865,0.259985,0.846646,-0.159425,-0.27685,-1.034306,1547.731,1.197813,0.18895,0.299374,1.079491,-0.163098,-0.23854,-0.927663,3994.9471,3.647675,1.032241,1.519958,1.895473,-0.629197,-0.838399,-1.273264,3127.985,3.710379,0.871698,1.417177,1.797456,-0.522574,-0.710622,-1.120774,933.6161,1.88267,0.324521,0.772066,1.054301,-0.169669,-0.276573,-0.766667,985.667,1.896821,0.33337,0.727599,1.102591,-0.171113,-0.315751,-0.764084,4575.4871,4.265374,1.429764,2.683899,3.125678,-0.822432,-1.182237,-1.623705,4042.9047,4.204544,1.28322,2.394422,2.777094,-0.720055,-1.0056,-1.417479,2.0
3310.9512,1.256583,0.477417,0.632654,1.012718,-0.396549,-0.537199,-0.953146,3174.0273,1.250335,0.463445,0.610334,1.074368,-0.393276,-0.542509,-1.013965,5666.3617,5.728288,1.615043,2.421114,2.650964,-1.009335,-1.333344,-1.570649,5660.6438,5.701086,1.597063,2.470495,3.024752,-1.009969,-1.426373,-2.166929,1173.9933,2.406906,0.413298,0.876541,1.178467,-0.228753,-0.34473,-0.527524,1309.4374,2.381025,0.464589,1.006777,1.239606,-0.258169,-0.409879,-0.577832,6151.2314,6.420196,2.076215,3.717348,3.91504,-1.239632,-1.765083,-2.048468,6463.7399,6.358951,2.196406,4.056428,4.460244,-1.31404,-1.921731,-2.157911,3104.5781,1.487006,0.391412,0.486098,1.119213,-0.330132,-0.457117,-1.160068,3351.75,1.448669,0.389244,0.479157,1.054793,-0.318693,-0.43853,-1.23245,6256.8497,5.651197,1.81501,2.732745,3.084634,-1.106326,-1.495379,-1.986317,4840.8223,5.685744,1.42105,2.283172,2.710932,-0.903186,-1.215613,-1.650413,1405.4594,2.400343,0.485981,1.11264,1.575578,-0.269384,-0.444435,-0.835559,1453.9745,2.378263,0.493322,1.058081,1.4077,-0.270621,-0.448322,-0.913451,7082.7299,6.694006,2.371215,4.318494,4.718056,-1.426726,-2.198247,-2.787607,6169.5498,6.508726,2.09045,3.776872,4.31557,-1.236393,-1.873681,-2.328597,2.0
5278.5166,1.395904,0.712258,0.900971,1.302699,-0.715185,-0.902105,-1.409018,5441.8193,1.424626,0.672692,0.872936,1.460635,-0.696634,-0.881143,-1.409699,7376.1899,7.139363,2.224385,3.416815,3.731844,-1.447185,-1.98091,-2.243517,7281.8861,7.008735,2.198406,3.461927,4.381463,-1.431344,-2.021119,-3.002355,1501.6819,2.801256,0.523038,1.123364,1.297699,-0.3194,-0.484773,-0.713292,1657.2223,2.742086,0.590609,1.271434,1.536459,-0.355918,-0.547226,-0.805008,7931.0149,7.973579,2.809854,5.01634,5.352199,-1.749953,-2.633897,-2.983054,8292.7208,7.810626,2.975078,5.436446,5.845217,-1.846221,-2.788912,-3.125069,5678.4614,1.885719,0.593664,0.710043,1.261734,-0.635549,-0.798496,-1.589127,5231.9448,1.668688,0.577393,0.728061,1.319599,-0.579015,-0.744582,-1.610434,8044.1727,6.935443,2.512388,3.878363,4.307852,-1.569181,-2.14438,-2.592357,6276.9329,7.099235,1.905361,3.0855,3.560552,-1.272908,-1.749884,-2.104843,1765.4956,2.757688,0.608965,1.406748,2.496502,-0.368564,-0.603966,-1.067597,1853.3539,2.763494,0.621743,1.37933,2.394607,-0.379605,-0.593323,-0.955904,9097.5546,8.241823,3.260795,5.922109,6.558341,-2.009205,-3.139319,-3.763689,7938.848,8.077066,2.824061,5.137158,5.797732,-1.742902,-2.679489,-3.121619,2.0
6055.7705,1.453145,1.10326,1.365568,1.674986,-0.868183,-1.120052,-1.700247,6295.5361,1.495153,1.053523,1.273429,1.668768,-0.832508,-1.051601,-1.850121,9346.1983,8.511187,2.854048,4.525294,4.821482,-1.908978,-2.638517,-2.933269,9233.822,8.385435,2.813297,4.557274,5.169581,-1.892967,-2.651784,-3.990082,1856.9731,3.169638,0.636428,1.41819,1.710851,-0.400381,-0.619491,-0.874631,2064.2657,3.113465,0.716623,1.605777,2.001137,-0.452386,-0.701707,-0.968548,9867.9335,9.36514,3.563821,6.560654,7.058794,-2.243474,-3.428646,-3.865336,10388.069,9.223172,3.767823,7.041688,7.483696,-2.394432,-3.637142,-3.979042,6669.9336,2.061176,1.022384,1.20924,1.702044,-0.792201,-0.977167,-1.519315,5974.2573,1.76331,0.925778,1.146372,1.708534,-0.70442,-0.882456,-1.663002,10183.8409,8.2438,3.216464,5.122456,5.567054,-2.067954,-2.843482,-3.375186,7869.0991,8.403459,2.408541,3.994509,4.375931,-1.648616,-2.294497,-2.762667,2181.5127,3.111627,0.73874,1.755264,2.200514,-0.46209,-0.744914,-1.072718,2278.4687,3.119782,0.76267,1.722886,2.172259,-0.47355,-0.767055,-1.258805,11400.5705,9.756114,4.158708,7.76475,8.516856,-2.604133,-4.08316,-4.729736,9843.1653,9.460695,3.572308,6.756546,7.644167,-2.234061,-3.523623,-4.114814,2.0
6924.4981,1.537113,1.213035,1.518901,1.909977,-0.978695,-1.264674,-1.973993,6866.3262,1.543121,1.127991,1.374764,1.842774,-0.938041,-1.196505,-1.771787,10930.8001,9.268341,3.553313,5.801349,6.287871,-2.323916,-3.204353,-3.659615,10763.7399,9.157418,3.488323,5.792676,6.59068,-2.293983,-3.288481,-4.27745,2103.6401,3.351532,0.748261,1.707453,2.020939,-0.467668,-0.718773,-1.014127,2339.3249,3.307679,0.845454,1.939756,2.239937,-0.531404,-0.830533,-1.070782,11405.1759,10.144732,4.358908,8.2337,8.748273,-2.676781,-4.089461,-4.532417,12011.1835,10.069823,4.635418,8.888532,9.584989,-2.871065,-4.436557,-4.967814,7335.4019,2.178095,1.107954,1.309063,2.376738,-0.907356,-1.147255,-2.24644,6748.2524,1.912999,0.991729,1.203387,2.463876,-0.796437,-1.00796,-2.191221,11856.3083,9.015476,3.979289,6.524953,6.903842,-2.505843,-3.492117,-4.106899,9167.3706,9.151743,2.952538,4.989657,5.436345,-1.989105,-2.756225,-3.44187,2461.0796,3.299065,0.864899,2.099881,2.692038,-0.543537,-0.874041,-1.168209,2569.3196,3.284263,0.889533,2.071097,2.529944,-0.553765,-0.871219,-1.195092,13176.1396,10.635464,5.107496,9.876968,10.804675,-3.130281,-5.005378,-5.57893,11356.657,10.233676,4.349765,8.508579,9.297889,-2.65572,-4.193666,-4.68187,2.0
9135.2959,1.715094,1.660277,2.112402,2.4869,-1.325365,-1.675206,-2.484364,9002.3291,1.72025,1.5673,1.879063,2.421601,-1.256224,-1.602183,-2.28063,13888.4284,11.289069,4.826337,8.150047,8.581064,-3.123566,-4.410583,-4.769579,13679.1685,11.152962,4.72297,8.147107,9.266402,-3.069364,-4.442067,-6.250329,2586.5929,3.860482,0.942109,2.211536,2.629766,-0.601587,-0.949763,-1.161226,2892.1924,3.815731,1.062947,2.527461,3.0654,-0.681636,-1.085031,-1.347035,14253.4433,12.260902,5.792617,11.387951,12.170197,-3.508422,-5.50769,-5.963605,15099.5736,12.193285,6.164603,12.223328,13.113788,-3.754527,-5.983353,-6.449982,9731.9936,2.592159,1.602392,1.899636,2.317901,-1.245876,-1.536147,-2.327424,8691.4209,2.192478,1.36737,1.635595,2.142219,-1.049892,-1.296419,-2.030357,15032.8108,10.929024,5.350841,9.139647,9.712875,-3.340325,-4.724262,-5.763701,11609.9447,11.097134,3.941455,6.780597,7.277967,-2.646449,-3.712634,-4.425468,3027.3116,3.793108,1.082317,2.730945,3.550402,-0.692108,-1.126515,-1.772136,3134.4822,3.756086,1.114103,2.697152,3.365359,-0.706924,-1.166358,-1.599889,16572.8866,12.847196,6.793187,13.864171,15.075879,-4.108655,-6.733552,-8.489075,14175.7957,12.326945,5.739877,11.827656,13.140385,-3.484798,-5.647379,-6.462224,2.0
10368.6162,1.804796,1.825058,2.370736,2.834376,-1.542456,-1.953584,-2.641069,10400.792,1.826885,1.688281,2.063053,2.499743,-1.471738,-1.859724,-2.707709,16722.853,13.318075,5.773295,9.941043,10.464035,-3.897305,-5.553463,-6.026834,16307.4606,12.984288,5.631287,9.887459,10.745414,-3.816264,-5.610791,-7.437573,3068.7353,4.413393,1.073775,2.575256,2.998915,-0.731498,-1.140356,-1.357114,3406.1966,4.33477,1.220876,2.949288,3.445464,-0.831448,-1.336516,-1.609521,16965.3216,14.331573,6.847916,13.77176,14.730583,-4.296324,-6.792023,-7.419079,17873.8957,14.20063,7.305017,14.828895,16.0227,-4.611096,-7.439794,-8.300398,11278.8154,2.836951,1.753852,2.112846,2.656139,-1.478169,-1.844465,-2.572067,9802.0503,2.332714,1.467128,1.82377,2.380342,-1.232358,-1.528658,-2.677196,17855.7589,12.744984,6.375373,11.238014,12.031891,-4.133869,-5.885547,-6.426181,13952.3829,13.081171,4.695253,8.164295,8.867851,-3.272207,-4.647309,-5.290835,3547.1829,4.289745,1.239136,3.201297,3.91081,-0.842786,-1.394344,-1.818013,3705.1282,4.277613,1.276805,3.13291,3.764588,-0.857692,-1.392379,-2.114679,19619.9433,14.957833,8.049153,16.97314,18.920135,-5.055774,-8.418919,-9.655616,16853.7363,14.415888,6.768868,14.383423,15.933374,-4.264636,-6.97539,-8.286893,2.0
11549.6064,1.906295,1.999026,2.615766,3.194064,-1.724333,-2.165899,-3.061994,11323.4384,1.904403,1.849684,2.222014,2.554256,-1.637933,-2.02113,-2.648199,19369.7017,15.10393,6.770895,11.908704,12.630804,-4.656165,-6.684903,-7.361812,18978.56,14.917183,6.624184,11.77105,12.71629,-4.543897,-6.613476,-7.967096,3484.3512,4.842609,1.215441,2.965306,3.552503,-0.852741,-1.375381,-1.641176,3915.7314,4.819569,1.388005,3.396596,4.003849,-0.969959,-1.566083,-1.809286,19363.3243,16.090756,7.892087,16.387263,17.651911,-5.023227,-8.075644,-8.718118,20592.2054,16.09118,8.461902,17.579778,19.055518,-5.401573,-8.708412,-9.61511,12250.0586,2.98689,1.974245,2.391245,2.828631,-1.65878,-2.018297,-2.752331,10803.3901,2.4778,1.622045,2.01849,2.598272,-1.359034,-1.646416,-2.50591,20791.0208,14.554239,7.424046,13.340114,14.191574,-4.913747,-6.982507,-7.715451,16102.4433,14.787952,5.470668,9.674715,10.414911,-3.883754,-5.541268,-6.209521,4067.5775,4.74047,1.406,3.664492,4.667851,-0.982279,-1.631128,-2.201087,4188.4549,4.673691,1.445583,3.613329,4.38239,-0.997077,-1.667116,-2.03144,22639.7605,17.031261,9.319808,20.285421,22.225868,-5.921838,-9.905121,-10.986464,19227.9034,16.146454,7.808617,17.133839,18.924465,-4.982918,-8.331776,-9.270775,2.0
